"Date","Location","City","Region","Title","Amount","Department","Views","Trans_details"
"October 12, 2015","Greater Noida                       , Uttar Pradesh","Greater Noida","Uttar Pradesh","I Paid Rs. 20000 to Municipal Services in Greater Noida.",20000,"Municipal Services",57,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2300 to Stamps and Registration in Bangalore.",2300,"Stamps and Registration",16,"Marriage Certificate"
NA,NA,NA,NA,NA,NA,"Municipal Services",12,NA
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",2000,"Food, Civil Supplies and Consumer Affairs",20,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 700 to Police in Bangalore.",700,"Police",22,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 900 to Municipal Services in Bangalore.",900,"Municipal Services",17,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",18,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.",400,"Customs, Excise and Service Tax",18,"Customs Check and Clearance"
"October 12, 2015","New Delhi                       , Delhi","New Delhi","Delhi","I Paid Rs. 300 to Transport in New Delhi.",300,"Transport",45,"New Domestic Driving License"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",18,"Traffic Violations"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",14,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1300 to Transport in Bangalore.",1300,"Transport",15,"New Domestic Driving License"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 50 to Transport in Bangalore.",50,"Transport",16,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Municipal Services in Bangalore.",400,"Municipal Services",15,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 600 to Food, Civil Supplies and Consumer Affairs in Bangalore.",600,"Food, Civil Supplies and Consumer Affairs",16,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 700 to Municipal Services in Bangalore.",700,"Municipal Services",15,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",2500,"Food, Civil Supplies and Consumer Affairs",18,"Issue of Ration Card"
"October 12, 2015","Udaipur                       , Rajasthan","Udaipur","Rajasthan","I Paid Rs. 5000 to Stamps and Registration in Udaipur.",5000,"Stamps and Registration",61,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 700 to Commercial Tax, Sales Tax, VAT in Bangalore.",700,"Commercial Tax, Sales Tax, VAT",23,"C Form"
"October 12, 2015","Duliajan Oil Town                       , Assam","Duliajan Oil","Assam","I Paid Rs. 2000 to Stamps and Registration in Duliajan Oil Town.",2000,"Stamps and Registration",20,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",14,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1000 to Police in Bangalore.",1000,"Police",21,"Filing FIR"
"October 12, 2015","Hyderabad                       , Telangana","Hyderabad","Telangana","I Paid Rs. 2500 to Police in Hyderabad.",2500,"Police",56,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Bangalore.",900,"Food, Civil Supplies and Consumer Affairs",17,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 250 to Food, Civil Supplies and Consumer Affairs in Bangalore.",250,"Food, Civil Supplies and Consumer Affairs",17,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 600 to Food, Civil Supplies and Consumer Affairs in Bangalore.",600,"Food, Civil Supplies and Consumer Affairs",18,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs",19,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs",21,"Issue of Ration Card"
"October 12, 2015","Tirwaganj                       , Uttar Pradesh","Tirwaganj","Uttar Pradesh","I Paid Rs. 20000 to Food, Civil Supplies and Consumer Affairs in Tirwaganj.",20000,"Food, Civil Supplies and Consumer Affairs",18,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Transport in Bangalore.",800,"Transport",19,"Duplicate Registration Certificate"
"October 12, 2015","Hyderabad                       , Telangana","Hyderabad","Telangana","I Paid Rs. 2000 to Passport in Hyderabad.",2000,"Passport",58,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 900 to Police in Bangalore.",900,"Police",17,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2500 to Stamps and Registration in Bangalore.",2500,"Stamps and Registration",20,"Marriage Certificate"
"October 12, 2015","Abohar                       , Punjab","Abohar","Punjab","I Paid Rs. 500 to Transport in Abohar.",500,"Transport",76,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 600 to Police in Bangalore.",600,"Police",12,"Filing FIR"
"October 12, 2015","Tirupati                       , Andhra Pradesh","Tirupati","Andhra Pradesh","I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Tirupati.",2000,"Food, Civil Supplies and Consumer Affairs",32,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",18,"Duplicate Registration Certificate"
"October 12, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 600 to Food, Civil Supplies and Consumer Affairs in Adari.",600,"Food, Civil Supplies and Consumer Affairs",50,"Issue of Ration Card"
"October 12, 2015","Abohar                       , Punjab","Abohar","Punjab","I Paid Rs. 467 to Police in Abohar.",467,"Police",76,"Filing FIR"
"October 12, 2015","Amreli                       , Gujarat","Amreli","Gujarat","I Paid Rs. 8500 to Stamps and Registration in Amreli.",8500,"Stamps and Registration",21,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs",14,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 700 to Food, Civil Supplies and Consumer Affairs in Bangalore.",700,"Food, Civil Supplies and Consumer Affairs",12,"Issue of Ration Card"
"October 12, 2015","Anugul                       , Orissa","Anugul","Orissa","I Paid Rs. 400 to Police in Anugul.",400,"Police",30,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Transport in Bangalore.",800,"Transport",13,"Duplicate Registration Certificate"
"October 12, 2015","Abohar                       , Punjab","Abohar","Punjab","I Paid Rs. 546 to Commercial Tax, Sales Tax, VAT in Abohar.",546,"Commercial Tax, Sales Tax, VAT",77,"C Form"
"October 12, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 30 to Transport in Adari.",30,"Transport",48,"Duplicate Registration Certificate"
"October 12, 2015","Tiruppur                       , Tamil Nadu","Tiruppur","Tamil Nadu","I Paid Rs. 12000 to Food, Civil Supplies and Consumer Affairs in Tiruppur.",12000,"Food, Civil Supplies and Consumer Affairs",40,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Railways in Bangalore.",800,"Railways",72,"Transport of Goods"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2500 to Police in Bangalore.",2500,"Police",10,"Filing FIR"
"October 12, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 354 to Transport in Adari.",354,"Transport",39,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 900 to Transport in Bangalore.",900,"Transport",11,"Duplicate Registration Certificate"
"October 12, 2015","Tirupati                       , Andhra Pradesh","Tirupati","Andhra Pradesh","I Paid Rs. 20000 to Stamps and Registration in Tirupati.",20000,"Stamps and Registration",34,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 600 to Commercial Tax, Sales Tax, VAT in Bangalore.",600,"Commercial Tax, Sales Tax, VAT",16,"C Form"
"October 12, 2015","Adoni                       , Andhra Pradesh","Adoni","Andhra Pradesh","I Paid Rs. 800 to Customs, Excise and Service Tax in Adoni.",800,"Customs, Excise and Service Tax",54,"Customs Check and Clearance"
"October 12, 2015","Adityapur                       , Jharkhand","Adityapur","Jharkhand","I Paid Rs. 650 to Passport in Adityapur.",650,"Passport",75,"Police Verification for Passport"
"October 12, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 3546 to Police in Adari.",3546,"Police",40,"Filing FIR"
"October 12, 2015","Adityapur                       , Jharkhand","Adityapur","Jharkhand","I Paid Rs. 50 to Customs, Excise and Service Tax in Adityapur.",50,"Customs, Excise and Service Tax",62,"Customs Check and Clearance"
"October 12, 2015","Adityapur                       , Jharkhand","Adityapur","Jharkhand","I Paid Rs. 500 to Police in Adityapur.",500,"Police",65,"Filing FIR"
"October 12, 2015","Adityapur                       , Jharkhand","Adityapur","Jharkhand","I Paid Rs. 434 to Commercial Tax, Sales Tax, VAT in Adityapur.",434,"Commercial Tax, Sales Tax, VAT",75,"C Form"
"October 12, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 350 to Police in Adari.",350,"Police",36,"Filing FIR"
"October 12, 2015","Arakkonam                       , Tamil Nadu","Arakkonam","Tamil Nadu","I Paid Rs. 700 to Commercial Tax, Sales Tax, VAT in Arakkonam.",700,"Commercial Tax, Sales Tax, VAT",24,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2500 to Stamps and Registration in Bangalore.",2500,"Stamps and Registration",12,"Marriage Certificate"
"October 12, 2015","Tirupathur                       , Tamil Nadu","Tirupathur","Tamil Nadu","I Paid Rs. 3000 to Stamps and Registration in Tirupathur.",3000,"Stamps and Registration",17,"Marriage Certificate"
"October 12, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 75 to Stamps and Registration in Adari.",75,"Stamps and Registration",22,"Marriage Certificate"
"October 12, 2015","Barpeta                       , Assam","Barpeta","Assam","I Paid Rs. 500 to Transport in Barpeta.",500,"Transport",12,"Duplicate Registration Certificate"
"October 12, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 4545 to Transport in Adari.",4545,"Transport",30,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 900 to Transport in Bangalore.",900,"Transport",15,"Duplicate Registration Certificate"
"October 12, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 30 to Food, Civil Supplies and Consumer Affairs in Adari.",30,"Food, Civil Supplies and Consumer Affairs",29,"Issue of Ration Card"
"October 12, 2015","Tirunelveli                       , Tamil Nadu","Tirunelveli","Tamil Nadu","I Paid Rs. 20000 to Transport in Tirunelveli.",20000,"Transport",24,"New Domestic Driving License"
"October 12, 2015","Amethi                       , Uttar Pradesh","Amethi","Uttar Pradesh","I Paid Rs. 400 to Food, Civil Supplies and Consumer Affairs in Amethi.",400,"Food, Civil Supplies and Consumer Affairs",24,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT",16,"C Form"
"October 12, 2015","Adilabad                       , Telangana","Adilabad","Telangana","I Paid Rs. 200 to Transport in Adilabad.",200,"Transport",92,"Duplicate Registration Certificate"
